word,graphemes
মহামারিকালে,"['ম', 'হা', 'মা', 'রি', 'কা', 'লে']"
কলেজগুলো,"['ক', 'লে', 'জ', 'গু', 'লো']"
ওয়েবসাইটগুলো,"['ও', 'য়ে', 'ব', 'সা', 'ই', 'ট', 'গু', 'লো']"
কার্যক্রমগুলোর,"['কা', 'র্য', 'ক্র', 'ম', 'গু', 'লো', 'র']"
কলেজগুলোতে,"['ক', 'লে', 'জ', 'গু', 'লো', 'তে']"
অভিভাবকদের,"['অ', 'ভি', 'ভা', 'ব', 'ক', 'দে', 'র']"
এসত্রসসি,"['এ', 'স', 'ত্র', 'স', 'সি']"
লাইভের,"['লা', 'ই', 'ভে', 'র']"
আগ্রহে,"['আ', 'গ্র', 'হে']"
শিক্ষাবর্ষের,"['শি', 'ক্ষা', 'ব', 'র্ষে', 'র']"
শ্রেণীতে,"['শ্রে', 'ণী', 'তে']"
বুলেটিনে,"['বু', 'লে', 'টি', 'নে']"
যতজনের,"['য', 'ত', 'জ', 'নে', 'র']"
ছাড়ালো,"['ছা', 'ড়া', 'লো']"
অধিকাংশের,"['অ', 'ধি', 'কা', 'ং', 'শে', 'র']"
সেক্টরেই,"['সে', 'ক্ট', 'রে', 'ই']"
বিধানের,"['বি', 'ধা', 'নে', 'র']"
অনগ্রসর,"['অ', 'ন', 'গ্র', 'স', 'র']"
উপজাতীয়,"['উ', 'প', 'জা', 'তী', 'য়']"
যথাযোগ্য,"['য', 'থা', 'যো', 'গ্য']"
বিনষ্টের,"['বি', 'ন', 'ষ্টে', 'র']"
অবিচল,"['অ', 'বি', 'চ', 'ল']"
সম্প্রীতি,"['স', 'ম্প্রী', 'তি']"
পর্যায়ক্রমে,"['প', 'র্যা', 'য়', 'ক্র', 'মে']"
অবদানের,"['অ', 'ব', 'দা', 'নে', 'র']"
দূতাবাসসমূহ,"['দূ', 'তা', 'বা', 'স', 'স', 'মূ', 'হ']"
বেষ্টনী,"['বে', 'ষ্ট', 'নী']"
যুদ্ধাহত,"['যু', 'দ্ধা', 'হ', 'ত']"
অপচেষ্টা,"['অ', 'প', 'চে', 'ষ্টা']"
দুঃস্থ,"['দু', 'ঃ', 'স্থ']"
নিষ্ঠার,"['নি', 'ষ্ঠা', 'র']"
প্রবাসীদের,"['প্র', 'বা', 'সী', 'দে', 'র']"
দিতেন,"['দি', 'তে', 'ন']"
সময়েও,"['স', 'ম', 'য়ে', 'ও']"
রানুসহ,"['রা', 'নু', 'স', 'হ']"
উঠতো,"['উ', 'ঠ', 'তো']"
সেকারণেই,"['সে', 'কা', 'র', 'ণে', 'ই']"
অভ্যন্তরে,"['অ', 'ভ্য', 'ন্ত', 'রে']"
অভ্যন্তরেও,"['অ', 'ভ্য', 'ন্ত', 'রে', 'ও']"
গুরুত্বই,"['গু', 'রু', 'ত্ব', 'ই']"
প্রতিশ্রুতিও,"['প্র', 'তি', 'শ্রু', 'তি', 'ও']"
দেয়না,"['দে', 'য়', 'না']"
কোনগুলো,"['কো', 'ন', 'গু', 'লো']"
রানু,"['রা', 'নু']"
প্রসঙ্গ,"['প্র', 'স', 'ঙ্গ']"
তাৎক্ষনিক,"['তা', 'ৎ', 'ক্ষ', 'নি', 'ক']"
ধারণাও,"['ধা', 'র', 'ণা', 'ও']"
দলটিকে,"['দ', 'ল', 'টি', 'কে']"
চেয়ারপার্সনের,"['চে', 'য়া', 'র', 'পা', 'র্স', 'নে', 'র']"
আইটি,"['আ', 'ই', 'টি']"
রেহানা,"['রে', 'হা', 'না']"
রিয়াজউদ্দিন,"['রি', 'য়া', 'জ', 'উ', 'দ্দি', 'ন']"
নির্দেশও,"['নি', 'র্দে', 'শ', 'ও']"
মোয়াজ্জেম,"['মো', 'য়া', 'জ্জে', 'ম']"
আঠার,"['আ', 'ঠা', 'র']"
সংস্কৃতিকেই,"['স', 'ং', 'স্কৃ', 'তি', 'কে', 'ই']"
বৈপ্লবিক,"['বৈ', 'প্ল', 'বি', 'ক']"
করারও,"['ক', 'রা', 'র', 'ও']"
ব্যর্থতার,"['ব্য', 'র্থ', 'তা', 'র']"
আনারও,"['আ', 'না', 'র', 'ও']"
একদশকেরও,"['এ', 'ক', 'দ', 'শ', 'কে', 'র', 'ও']"
প্রতিশ্রুতিগুলো,"['প্র', 'তি', 'শ্রু', 'তি', 'গু', 'লো']"
কাঠামো,"['কা', 'ঠা', 'মো']"
পৌঁছেছিলো,"['পৌঁ', 'ছে', 'ছি', 'লো']"
স্বায়ত্বশাসন,"['স্বা', 'য়', 'ত্ব', 'শা', 'স', 'ন']"
পৃথকীকরণ,"['পৃ', 'থ', 'কী', 'ক', 'র', 'ণ']"
পে,['পে']
টিভির,"['টি', 'ভি', 'র']"
শিরোনামে,"['শি', 'রো', 'না', 'মে']"
প্রতিষ্ঠানসমূহ,"['প্র', 'তি', 'ষ্ঠা', 'ন', 'স', 'মূ', 'হ']"
ভিলেজ,"['ভি', 'লে', 'জ']"
গঙ্গার,"['গ', 'ঙ্গা', 'র']"
পরিষদ,"['প', 'রি', 'ষ', 'দ']"
সরকারীকরণ,"['স', 'র', 'কা', 'রী', 'ক', 'র', 'ণ']"
সমার্থক,"['স', 'মা', 'র্থ', 'ক']"
বনায়ন,"['ব', 'না', 'য়', 'ন']"
ঘুণে,"['ঘু', 'ণে']"
মাতৃমৃত্যু,"['মা', 'তৃ', 'মৃ', 'ত্যু']"
পলিথিন,"['প', 'লি', 'থি', 'ন']"
ফাইবার,"['ফা', 'ই', 'বা', 'র']"
ইনফর,"['ই', 'ন', 'ফ', 'র']"
নুন্যতম,"['নু', 'ন্য', 'ত', 'ম']"
মেশন,"['মে', 'শ', 'ন']"
গতিময়,"['গ', 'তি', 'ম', 'য়']"
নিষিদ্ধকরণ,"['নি', 'ষি', 'দ্ধ', 'ক', 'র', 'ণ']"
শিশুমৃত্যুর,"['শি', 'শু', 'মৃ', 'ত্যু', 'র']"
বৃক্ষরোপণ,"['বৃ', 'ক্ষ', 'রো', 'প', 'ণ']"
নিক্ষেপ,"['নি', 'ক্ষে', 'প']"
হাইওয়েতে,"['হা', 'ই', 'ও', 'য়ে', 'তে']"
কর্মে,"['ক', 'র্মে']"
মূলক,"['মূ', 'ল', 'ক']"
সংযোগের,"['স', 'ং', 'যো', 'গে', 'র']"
ক্ষমতায়ন,"['ক্ষ', 'ম', 'তা', 'য়', 'ন']"
পদোন্নতিতে,"['প', 'দো', 'ন্ন', 'তি', 'তে']"
আস্থাশীল,"['আ', 'স্থা', 'শী', 'ল']"
আত্মকর্মসংস্থান,"['আ', 'ত্ম', 'ক', 'র্ম', 'স', 'ং', 'স্থা', 'ন']"
যৌতুক,"['যৌ', 'তু', 'ক']"
চাকরিতে,"['চা', 'ক', 'রি', 'তে']"
এসিড,"['এ', 'সি', 'ড']"
অপটিক,"['অ', 'প', 'টি', 'ক']"
বেবিট্যাক্সি,"['বে', 'বি', 'ট্যা', 'ক্সি']"
গ্রহণের,"['গ্র', 'হ', 'ণে', 'র']"
ক্ষমতায়নের,"['ক্ষ', 'ম', 'তা', 'য়', 'নে', 'র']"
এমপিদের,"['এ', 'ম', 'পি', 'দে', 'র']"
অক্টোবরের,"['অ', 'ক্টো', 'ব', 'রে', 'র']"
সংখ্যাগরিষ্ঠতা,"['স', 'ং', 'খ্যা', 'গ', 'রি', 'ষ্ঠ', 'তা']"
ভোটগ্রহণের,"['ভো', 'ট', 'গ্র', 'হ', 'ণে', 'র']"
মুক্তিযোদ্ধা,"['মু', 'ক্তি', 'যো', 'দ্ধা']"
নেতাকর্মী,"['নে', 'তা', 'ক', 'র্মী']"
ত্রিশটি,"['ত্রি', 'শ', 'টি']"
ত্রিশটিরও,"['ত্রি', 'শ', 'টি', 'র', 'ও']"
পঁয়তাল্লিশ,"['পঁ', 'য়', 'তা', 'ল্লি', 'শ']"
সামগ্রিকভাবে,"['সা', 'ম', 'গ্রি', 'ক', 'ভা', 'বে']"
জনকল্যাণে,"['জ', 'ন', 'ক', 'ল্যা', 'ণে']"
কর্ণফুলী,"['ক', 'র্ণ', 'ফু', 'লী']"
রেলওয়ের,"['রে', 'ল', 'ও', 'য়ে', 'র']"
কৃষিপণ্যের,"['কৃ', 'ষি', 'প', 'ণ্যে', 'র']"
টার্মিনাল,"['টা', 'র্মি', 'না', 'ল']"
মুন্সীগঞ্জে,"['মু', 'ন্সী', 'গ', 'ঞ্জে']"
প্রশাসনকে,"['প্র', 'শা', 'স', 'ন', 'কে']"
সেতু,"['সে', 'তু']"
পড়ালেখাসহ,"['প', 'ড়া', 'লে', 'খা', 'স', 'হ']"
যথাসম্ভব,"['য', 'থা', 'স', 'ম্ভ', 'ব']"
শিক্ষাক্ষেত্রে,"['শি', 'ক্ষা', 'ক্ষে', 'ত্রে']"
মেঘনা,"['মে', 'ঘ', 'না']"
নির্মাণে,"['নি', 'র্মা', 'ণে']"
শতাধিক,"['শ', 'তা', 'ধি', 'ক']"
সবকটি,"['স', 'ব', 'ক', 'টি']"
গবেষণালব্ধ,"['গ', 'বে', 'ষ', 'ণা', 'ল', 'ব্ধ']"
চারদলীয়,"['চা', 'র', 'দ', 'লী', 'য়']"
দ্রব্যমূল্য,"['দ্র', 'ব্য', 'মূ', 'ল্য']"
ভৈরবের,"['ভৈ', 'র', 'বে', 'র']"
প্রতিবন্ধকতার,"['প্র', 'তি', 'ব', 'ন্ধ', 'ক', 'তা', 'র']"
নিউমুরিং,"['নি', 'উ', 'মু', 'রি', 'ং']"
হাইওয়ের,"['হা', 'ই', 'ও', 'য়ে', 'র']"
ধলেশ্বরী,"['ধ', 'লে', 'শ্ব', 'রী']"
জনস,"['জ', 'ন', 'স']"
৪৩.২৭,"['৪', '৩', '.', '২', '৭']"
ভাইরলজি,"['ভা', 'ই', 'র', 'ল', 'জি']"
নাসিমা,"['না', 'সি', 'মা']"
মহাপরিচালক,"['ম', 'হা', 'প', 'রি', 'চা', 'ল', 'ক']"
তাহমিনা,"['তা', 'হ', 'মি', 'না']"
শিরিন,"['শি', 'রি', 'ন']"
ভাগই,"['ভা', 'গ', 'ই']"
এনজিও,"['এ', 'ন', 'জি', 'ও']"
চাকুরির,"['চা', 'কু', 'রি', 'র']"
আবাসন,"['আ', 'বা', 'স', 'ন']"
টিআইবি,"['টি', 'আ', 'ই', 'বি']"
বিনিয়োগের,"['বি', 'নি', 'য়ো', 'গে', 'র']"
আমলেই,"['আ', 'ম', 'লে', 'ই']"
উপায়ে,"['উ', 'পা', 'য়ে']"
ব্যপার,"['ব্য', 'পা', 'র']"
পেশাজীবীদের,"['পে', 'শা', 'জী', 'বী', 'দে', 'র']"
পেশাগত,"['পে', 'শা', 'গ', 'ত']"
যাবতকাল,"['যা', 'ব', 'ত', 'কা', 'ল']"
পঞ্চাশ,"['প', 'ঞ্চা', 'শ']"
দেখায়না,"['দে', 'খা', 'য়', 'না']"
বিক্রয়ের,"['বি', 'ক্র', 'য়ে', 'র']"
অনুযায়,"['অ', 'নু', 'যা', 'য়']"
পেশাজীবীরা,"['পে', 'শা', 'জী', 'বী', 'রা']"
অপ্রদর্শিত,"['অ', 'প্র', 'দ', 'র্শি', 'ত']"
অর্থবছরে,"['অ', 'র্থ', 'ব', 'ছ', 'রে']"
আরবেরিয়েত্রসেছিলোযেজিডিপির১০থেকে৩৮শতাংশেরমধ্যেত্রটিওঠানামাকরে।,"['আ', 'র', 'বে', 'রি', 'য়ে', 'ত্র', 'সে', 'ছি', 'লো', 'যে', 'জি', 'ডি', 'পি', 'র', '১', '০', 'থে', 'কে', '৩', '৮', 'শ', 'তা', 'ং', 'শে', 'র', 'ম', 'ধ্যে', 'ত্র', 'টি', 'ও', 'ঠা', 'না', 'মা', 'ক', 'রে', '।']"
এসেছিলো,"['এ', 'সে', 'ছি', 'লো']"
বিদেশীদের,"['বি', 'দে', 'শী', 'দে', 'র']"
যাচ্ছিলো,"['যা', 'চ্ছি', 'লো']"
টিআইবিরই,"['টি', 'আ', 'ই', 'বি', 'র', 'ই']"
করেছিলো,"['ক', 'রে', 'ছি', 'লো']"
রিপোর্টটি,"['রি', 'পো', 'র্ট', 'টি']"
ব্যপ্তি,"['ব্য', 'প্তি']"
ওঠানামা,"['ও', 'ঠা', 'না', 'মা']"
ত্রিশভাগও,"['ত্রি', 'শ', 'ভা', 'গ', 'ও']"
"যদিটাকা,","['য', 'দি', 'টা', 'কা', ',']"
ফিনান্সিয়াল,"['ফি', 'না', 'ন্সি', 'য়া', 'ল']"
কারসাজির,"['কা', 'র', 'সা', 'জি', 'র']"
রফতানির,"['র', 'ফ', 'তা', 'নি', 'র']"
উল্লেখের,"['উ', 'ল্লে', 'খে', 'র']"
কালোবাজারি,"['কা', 'লো', 'বা', 'জা', 'রি']"
চোরাকারবারি,"['চো', 'রা', 'কা', 'র', 'বা', 'রি']"
সুযোগই,"['সু', 'যো', 'গ', 'ই']"
বৈধভাবে,"['বৈ', 'ধ', 'ভা', 'বে']"
চ্যানেলে,"['চ্যা', 'নে', 'লে']"
কাগজপত্রে,"['কা', 'গ', 'জ', 'প', 'ত্রে']"
সরানো,"['স', 'রা', 'নো']"
ইন্টেগ্রিটি,"['ই', 'ন্টে', 'গ্রি', 'টি']"
সামঞ্জস্যপূর্ণ,"['সা', 'ম', 'ঞ্জ', 'স্য', 'পূ', 'র্ণ']"
বৈধ,"['বৈ', 'ধ']"
মূল্যের,"['মূ', 'ল্যে', 'র']"
রিটার্নে,"['রি', 'টা', 'র্নে']"
আন্ডার,"['আ', 'ন্ডা', 'র']"
ঢাকাসহ,"['ঢা', 'কা', 'স', 'হ']"
বিবরণীতে,"['বি', 'ব', 'র', 'ণী', 'তে']"
অনিয়ম,"['অ', 'নি', 'য়', 'ম']"
অর্থই,"['অ', 'র্থ', 'ই']"
ইনভয়েসিং,"['ই', 'ন', 'ভ', 'য়ে', 'সি', 'ং']"
আয়কর,"['আ', 'য়', 'ক', 'র']"
অটোমেশন,"['অ', 'টো', 'মে', 'শ', 'ন']"
টাকাকে,"['টা', 'কা', 'কে']"
পর্যায়েও,"['প', 'র্যা', 'য়ে', 'ও']"
ইসলামপন্থীসহ,"['ই', 'স', 'লা', 'ম', 'প', 'ন্থী', 'স', 'হ']"
কার্যকরভাবেই,"['কা', 'র্য', 'ক', 'র', 'ভা', 'বে', 'ই']"
বামপন্থী,"['বা', 'ম', 'প', 'ন্থী']"
সমর্থকরাও,"['স', 'ম', 'র্থ', 'ক', 'রা', 'ও']"
প্লাটফরমকে,"['প্লা', 'ট', 'ফ', 'র', 'ম', 'কে']"
আন্দোলনগুলো,"['আ', 'ন্দো', 'ল', 'ন', 'গু', 'লো']"
বোধায়,"['বো', 'ধা', 'য়']"
বেরুচ্ছে,"['বে', 'রু', 'চ্ছে']"
পেশে,"['পে', 'শে']"
তারপক্ষে,"['তা', 'র', 'প', 'ক্ষে']"
ব্যবহারকারিদেরও,"['ব্য', 'ব', 'হা', 'র', 'কা', 'রি', 'দে', 'র', 'ও']"
তাঁরও,"['তাঁ', 'র', 'ও']"
ফেইক,"['ফে', 'ই', 'ক']"
মানুষরাও,"['মা', 'নু', 'ষ', 'রা', 'ও']"
কাঠামোগতভাবেই,"['কা', 'ঠা', 'মো', 'গ', 'ত', 'ভা', 'বে', 'ই']"
মিডিয়াগুলোর,"['মি', 'ডি', 'য়া', 'গু', 'লো', 'র']"
চৌধুরীও,"['চৌ', 'ধু', 'রী', 'ও']"
আক্রমণাত্নক,"['আ', 'ক্র', 'ম', 'ণা', 'ত্ন', 'ক']"
অ্যাক্টিভিস্ট,"['অ্যা', 'ক্টি', 'ভি', 'স্ট']"
বিশ্বাসযোগ্যতা,"['বি', 'শ্বা', 'স', 'যো', 'গ্য', 'তা']"
সত্যটা,"['স', 'ত্য', 'টা']"
চিন্তে,"['চি', 'ন্তে']"
ইচ্ছেমতো,"['ই', 'চ্ছে', 'ম', 'তো']"
সুযোগের,"['সু', 'যো', 'গে', 'র']"
জবাবদিহির,"['জ', 'বা', 'ব', 'দি', 'হি', 'র']"
রাজনীতিতো,"['রা', 'জ', 'নী', 'তি', 'তো']"
বিরোধীমতের,"['বি', 'রো', 'ধী', 'ম', 'তে', 'র']"
পরিস্থিতিটাকে,"['প', 'রি', 'স্থি', 'তি', 'টা', 'কে']"
সাংঘর্ষিক,"['সা', 'ং', 'ঘ', 'র্ষি', 'ক']"
ভিন্নভাবে,"['ভি', 'ন্ন', 'ভা', 'বে']"
সামজিক,"['সা', 'ম', 'জি', 'ক']"
অঙ্গীকারসহ,"['অ', 'ঙ্গী', 'কা', 'র', 'স', 'হ']"
চ্যানেলগুলোও,"['চ্যা', 'নে', 'ল', 'গু', 'লো', 'ও']"
এডিট,"['এ', 'ডি', 'ট']"
পাব,"['পা', 'ব']"
খবরটা,"['খ', 'ব', 'র', 'টা']"
প্রিন্ট,"['প্রি', 'ন্ট']"
মাধ্যমকেও,"['মা', 'ধ্য', 'ম', 'কে', 'ও']"
দাঁড়াচ্ছে,"['দাঁ', 'ড়া', 'চ্ছে']"
ভোক্তা,"['ভো', 'ক্তা']"
দিকগুলোই,"['দি', 'ক', 'গু', 'লো', 'ই']"
একপেশে,"['এ', 'ক', 'পে', 'শে']"
গণমাধ্যমও,"['গ', 'ণ', 'মা', 'ধ্য', 'ম', 'ও']"
ইলেট্রনিক,"['ই', 'লে', 'ট্র', 'নি', 'ক']"
মাধ্যমই,"['মা', 'ধ্য', 'ম', 'ই']"
ইউটিউবও,"['ই', 'উ', 'টি', 'উ', 'ব', 'ও']"
ব্যবহারকীর,"['ব্য', 'ব', 'হা', 'র', 'কী', 'র']"
ফেলবে,"['ফে', 'ল', 'বে']"
পারভিন,"['পা', 'র', 'ভি', 'ন']"
ব্যবহারকারীরাও,"['ব্য', 'ব', 'হা', 'র', 'কা', 'রী', 'রা', 'ও']"
